dTime	Pressure derivative
(hr)	(bar)
1.534721375	0.215127464
1.570833206	0.214759477
1.608335495	0.214732944
1.645832062	0.214516127
1.684719086	0.214054218
1.723611832	0.214079484
1.763889313	0.214112983
1.805557251	0.213954507
1.847219467	0.213993105
1.890277863	0.214229149
1.934720993	0.213669607
1.980554581	0.214076154
2.026388168	0.214268037
2.073612213	0.214193055
2.122220993	0.214674894
2.17222023	0.214763557
2.223609924	0.214983276
2.274999619	0.214893959
2.32777977	0.215337923
2.381944656	0.215269374
2.4375	0.214953985
2.494445801	0.215201855
2.552776337	0.215189622
2.61249733	0.21488443
2.67360878	0.215540353
2.736110687	0.21548338
2.79999733	0.215522942
2.865274429	0.216094866
2.931941986	0.21590344
3	0.216220132
3.069442749	0.216048303
3.140275955	0.216441809
3.213890076	0.216516397
3.288888931	0.216690443
3.365278244	0.217079611
3.443052292	0.217118557
3.523612976	0.217231737
3.605552673	0.217455495
3.68888855	0.217846272
3.774999619	0.217920619
3.862501144	0.218084344
3.952777863	0.218442439
4.044445038	0.218421961
4.138887405	0.219022059
4.23472023	0.219692306
4.333333969	0.220029101
4.433332443	0.220180747
4.536111832	0.22051105
4.641666412	0.220431827
4.750001907	0.220480592
4.859722138	0.221169362
4.972223282	0.220998541
5.087499619	0.221722307
5.20555687	0.222104267
5.326389313	0.222619217
5.449996948	0.22274646
5.576385498	0.222984266
5.705554962	0.223342847
5.837499619	0.223238797
5.972219467	0.224295078
6.111110687	0.22442463
6.2527771	0.225184108
6.397218704	0.225578596
6.54583168	0.226099308
6.697219849	0.226724847
6.852779388	0.226952197
7.011108398	0.227904815
7.17360878	0.22781419
7.340274811	0.229013502
7.509721756	0.229809465
7.683334351	0.230141611
7.861112595	0.23127586
8.043056488	0.232003882
8.229166031	0.232245922
8.419441223	0.233369445
8.613887787	0.234665584
8.813890457	0.235488745
9.018053055	0.237221339
9.226387024	0.238305258
9.4402771	0.239132055
9.658332825	0.240327792
9.881944656	0.241413937
10.11111259	0.242876102
10.34444618	0.244489321
10.58333015	0.245592383
10.82777596	0.247755491
11.07777786	0.249094278
11.33333015	0.250558602
11.59583473	0.252851819
11.86388969	0.254314667
12.13750076	0.256589603
12.41805267	0.25833045
12.70555687	0.260605901
12.99861145	0.263059315
13.29861259	0.264938488
13.60555458	0.267779689
13.91944313	0.270123392
14.24166298	0.272626178
14.57082939	0.274975165
14.90694237	0.277524237
15.25138664	0.280742297
15.60416222	0.283097065
15.96528053	0.286344525
16.3347187	0.289836372
16.71249962	0.291985175
17.09861183	0.29553911
17.49305534	0.299051173
17.89722633	0.302511069
18.31111336	0.305891818
18.73471642	0.309484597
19.1680584	0.313307032
19.61110497	0.317086962
20.06389046	0.321034159
20.52777672	0.324954875
21.00139046	0.328865398
21.48610497	0.332127034
21.98194313	0.336837083
22.48889351	0.341579594
23.00832939	0.345657439
23.54027367	0.350604116
24.08333015	0.354723118
24.63888359	0.359076379
25.20833015	0.364127291
25.79027367	0.368281433
26.38611031	0.373630647
26.99582863	0.378114306
27.61944008	0.383029337
28.25694466	0.383579985
