dTime	Pressure derivative
0.855554581	0.223217125
0.87638855	0.222736985
0.897222519	0.22238088
0.918053627	0.221881759
0.940278053	0.221262212
0.962499619	0.221042357
0.984721184	0.22069265
1.008333206	0.220202644
1.031945229	0.219779828
1.056944847	0.219246376
1.081944466	0.218482753
1.106944084	0.218470991
1.13333416	0.217996717
1.159721375	0.217558784
1.187499046	0.217415801
1.215276718	0.216607539
1.244444847	0.216409733
1.273610115	0.216216701
1.30416584	0.215587534
1.334721565	0.21562338
1.366664887	0.215203497
1.398611069	0.214759952
1.431944847	0.214515847
1.465278626	0.214253676
1.5	0.213818374
1.534721375	0.213806667
1.570833206	0.213549016
1.608332634	0.213096923
1.645832062	0.213345452
1.684721947	0.2126748
1.723611832	0.212647352
1.763889313	0.21278608
1.80555439	0.212245705
1.847222328	0.212597787
1.890277863	0.212425528
1.934720993	0.211905017
1.980554581	0.211898012
2.026388168	0.21206083
2.073609352	0.212347045
2.122220993	0.212638576
2.172223091	0.212726501
2.223609924	0.212588016
2.274999619	0.212563651
2.327776909	0.212630795
2.381944656	0.212473533
2.4375	0.212469808
2.49444294	0.212252651
2.552776337	0.212171729
2.612500191	0.212583795
2.673611641	0.212390081
2.736110687	0.212305445
2.800000191	0.212326775
2.86527729	0.212080623
2.931944847	0.212292154
3	0.212587265
3.069442749	0.212705957
3.140275955	0.212577043
3.213887215	0.212555334
3.288888931	0.212652696
3.365278244	0.212561157
3.443055153	0.212935468
3.523610115	0.213019581
3.605555534	0.213088127
3.68888855	0.213047656
3.774999619	0.213401121
3.862498283	0.213090275
3.952777863	0.213334584
4.044445038	0.213662433
4.138887405	0.213376619
4.234723091	0.214008601
4.333333969	0.214048889
4.407331467	0.213841314
4.433332443	0.214479371
4.536111832	0.214175765
4.641666412	0.214410116
4.750001907	0.214851201
4.859722138	0.214640879
4.972223282	0.21453924
5.087499619	0.215079307
5.20555687	0.214973378
5.326389313	0.214985006
5.449996948	0.21552481
5.576385498	0.215382295
5.705554962	0.215748093
5.837499619	0.216089268
5.972219467	0.216143804
6.111110687	0.216725552
6.2527771	0.216506014
6.397224426	0.216944176
6.54583168	0.217420984
6.697219849	0.217589048
6.852779388	0.21832281
7.011108398	0.218708816
7.17360878	0.218841391
7.340274811	0.219478618
7.509721756	0.219836219
7.683334351	0.220317574
7.861112595	0.220913691
8.043056488	0.221218963
8.229166031	0.221652967
8.419441223	0.222718223
8.613887787	0.223476012
8.813890457	0.225748446
9.018053055	0.226745978
